step_id,model_type,scenario_id,latency_ms,emotional_valence,coherence_score,planning_effectiveness,behavioral_alignment,fact_recall,rule_adherence,persona_consistency,emotional_trajectory,sensory_integration,decision_consistency,memory_hits
5,BrainCEMISID,Municipal_Data_Center_Zero-Day_Response,43917.6101,0.75840625,6,1,1,4,1,9,2,5,1,2
5,Brain_No_Memory,Municipal_Data_Center_Zero-Day_Response,24130.6153,0.75840625,4,1,1,5,0,8,2,1,1,2
5,Brain_No_Emotion,Municipal_Data_Center_Zero-Day_Response,36844.4975,0,8,5,4,7,4,8,7,3,4,2
5,Baseline,Municipal_Data_Center_Zero-Day_Response,9075.2649,0.5,4,3,1,5,2,1,1,2,3,0
6,BrainCEMISID,Municipal_Data_Center_Zero-Day_Response,41654.883,0.76504375,8,4,2,7,2,8,8,3,8,2
6,Brain_No_Memory,Municipal_Data_Center_Zero-Day_Response,23515.5309,0.76504375,7,4,2,8,1,7,6,3,6,2
6,Brain_No_Emotion,Municipal_Data_Center_Zero-Day_Response,36963.8213,0,8,6,2,8,3,7,7,4,9,2
6,Baseline,Municipal_Data_Center_Zero-Day_Response,9479.981,0.5,8,6,2,8,2,6,5,3,6,0
7,BrainCEMISID,Municipal_Data_Center_Zero-Day_Response,41972.0586,0.807521875,8,9,10,2,10,9,8,1,10,2
7,Brain_No_Memory,Municipal_Data_Center_Zero-Day_Response,23329.7035,0.807521875,7,5,7,5,7,7,6,1,8,2
7,Brain_No_Emotion,Municipal_Data_Center_Zero-Day_Response,37010.1029,0,8,8,10,1,9,8,7,1,10,2
7,Baseline,Municipal_Data_Center_Zero-Day_Response,8953.725,0.5,9,8,4,8,10,2,1,1,10,0
8,BrainCEMISID,Municipal_Data_Center_Zero-Day_Response,45326.9165,0.8287609375,9,6,8,10,8,9,8,9,8,2
8,Brain_No_Memory,Municipal_Data_Center_Zero-Day_Response,23584.7271,0.8287609375,9,8,10,9,9,10,9,8,9,2
8,Brain_No_Emotion,Municipal_Data_Center_Zero-Day_Response,37311.2234,0,9,2,4,10,3,7,7,6,2,2
8,Baseline,Municipal_Data_Center_Zero-Day_Response,10661.2889,0.5,8,6,6,7,10,2,4,1,9,0
9,BrainCEMISID,Municipal_Data_Center_Zero-Day_Response,41922.36,0.8233185156,7,3,4,6,5,8,5,3,6,2
9,Brain_No_Memory,Municipal_Data_Center_Zero-Day_Response,22993.7506,0.8233185156,6,3,2,0,1,7,3,2,4,2
9,Brain_No_Emotion,Municipal_Data_Center_Zero-Day_Response,36458.3927,0,7,2,4,4,7,7,5,2,7,2
9,Baseline,Municipal_Data_Center_Zero-Day_Response,8943.6654,0.5,6,5,2,7,5,1,3,2,4,0
10,BrainCEMISID,Municipal_Data_Center_Zero-Day_Response,41580.1407,0.8203251836,10,10,10,10,10,9,9,2,10,2
10,Brain_No_Memory,Municipal_Data_Center_Zero-Day_Response,23818.0509,0.8203251836,9,10,10,9,9,9,9,3,9,2
10,Brain_No_Emotion,Municipal_Data_Center_Zero-Day_Response,37501.7502,0,10,10,9,10,10,7,5,2,10,2
10,Baseline,Municipal_Data_Center_Zero-Day_Response,5186.4013,0.5,9,7,6,10,10,2,4,3,10,0
11,BrainCEMISID,Municipal_Data_Center_Zero-Day_Response,44178.5071,0.818678851,9,6,9,10,10,10,9,6,9,2
11,Brain_No_Memory,Municipal_Data_Center_Zero-Day_Response,24598.961,0.818678851,8,10,8,9,9,9,9,4,8,2
11,Brain_No_Emotion,Municipal_Data_Center_Zero-Day_Response,37038.107,0,9,10,8,7,10,8,8,6,9,2
11,Baseline,Municipal_Data_Center_Zero-Day_Response,9020.6475,0.5,6,4,2,3,7,1,1,1,5,0
12,BrainCEMISID,Municipal_Data_Center_Zero-Day_Response,41133.9633,0.7349430808,7,3,5,1,5,8,5,2,7,2
12,Brain_No_Memory,Municipal_Data_Center_Zero-Day_Response,25240.7591,0.7349430808,8,8,8,1,9,9,8,5,8,2
12,Brain_No_Emotion,Municipal_Data_Center_Zero-Day_Response,37313.199,0,8,7,8,6,9,8,8,3,9,2
12,Baseline,Municipal_Data_Center_Zero-Day_Response,9566.7355,0.5,3,3,8,5,7,9,9,2,8,0
13,BrainCEMISID,Municipal_Data_Center_Zero-Day_Response,43298.4429,0.6472016187,9,9,7,8,10,9,8,1,9,2
13,Brain_No_Memory,Municipal_Data_Center_Zero-Day_Response,23808.5147,0.6472016187,1,2,2,0,1,2,3,1,1,2
13,Brain_No_Emotion,Municipal_Data_Center_Zero-Day_Response,37133.4217,0,6,4,3,4,3,3,3,1,5,2
13,Baseline,Municipal_Data_Center_Zero-Day_Response,9076.727,0.5,6,3,2,3,2,1,4,3,4,0
1,BrainCEMISID,The_Thanksgiving_Reconciliation,39104.3171,0.35,9,8,8,10,10,8,7,1,9,2
1,Brain_No_Memory,The_Thanksgiving_Reconciliation,23205.1628,0.35,9,10,9,9,9,8,7,1,9,2
1,Brain_No_Emotion,The_Thanksgiving_Reconciliation,34765.3958,0,10,10,9,10,10,8,8,4,10,2
1,Baseline,The_Thanksgiving_Reconciliation,6057.028,0.5,10,8,9,10,10,4,2,1,9,0
2,BrainCEMISID,The_Thanksgiving_Reconciliation,41271.2433,0.48,9,8,9,7,10,10,8,5,9,2
2,Brain_No_Memory,The_Thanksgiving_Reconciliation,23257.7274,0.48,8,8,8,6,8,10,9,6,8,2
2,Brain_No_Emotion,The_Thanksgiving_Reconciliation,41211.77,0,9,6,5,7,7,8,6,5,8,2
2,Baseline,The_Thanksgiving_Reconciliation,9052.3666,0.5,9,9,9,3,9,10,9,2,9,0
3,BrainCEMISID,The_Thanksgiving_Reconciliation,41335.8251,0.505,9,10,10,7,10,8,8,2,10,2
3,Brain_No_Memory,The_Thanksgiving_Reconciliation,25020.2852,0.505,9,10,10,7,9,10,9,7,9,2
3,Brain_No_Emotion,The_Thanksgiving_Reconciliation,36911.481,0,9,10,10,8,10,8,8,3,10,2
3,Baseline,The_Thanksgiving_Reconciliation,6983.9147,0.5,9,9,7,4,10,6,8,2,10,0
4,BrainCEMISID,The_Thanksgiving_Reconciliation,41782.3869,0.51625,8,6,4,5,6,9,8,3,6,2
4,Brain_No_Memory,The_Thanksgiving_Reconciliation,24144.0654,0.51625,8,7,8,3,8,9,8,2,9,2
4,Brain_No_Emotion,The_Thanksgiving_Reconciliation,39222.3528,0,5,2,1,3,1,5,3,1,2,2
4,Baseline,The_Thanksgiving_Reconciliation,9110.3165,0.5,3,3,1,5,2,1,1,2,3,0
5,BrainCEMISID,The_Thanksgiving_Reconciliation,41579.793,0.542445,9,9,10,8,10,10,9,2,10,2
5,Brain_No_Memory,The_Thanksgiving_Reconciliation,23613.8162,0.52603,8,6,10,0,9,8,9,3,9,2
5,Brain_No_Emotion,The_Thanksgiving_Reconciliation,37853.3998,0,4,9,10,1,10,8,4,1,10,2
5,Baseline,The_Thanksgiving_Reconciliation,10564.6378,0.5,10,10,10,7,10,10,9,6,10,0
6,BrainCEMISID,The_Thanksgiving_Reconciliation,42636.3035,0.6058,8,6,5,4,7,9,8,3,8,2
6,Brain_No_Memory,The_Thanksgiving_Reconciliation,25363.7412,0.6058,8,1,3,5,0,10,9,6,1,2
6,Brain_No_Emotion,The_Thanksgiving_Reconciliation,43140.2467,0,8,4,3,5,6,6,5,5,8,2
6,Baseline,The_Thanksgiving_Reconciliation,9039.7279,0.5,7,7,2,8,2,2,3,7,5,0
7,BrainCEMISID,The_Thanksgiving_Reconciliation,44332.1598,0.67348,6,3,2,10,3,2,4,1,4,2
7,Brain_No_Memory,The_Thanksgiving_Reconciliation,22821.6204,0.67348,2,2,1,1,1,4,7,1,2,2
7,Brain_No_Emotion,The_Thanksgiving_Reconciliation,37711.1761,0,7,3,2,2,3,5,7,1,4,2
7,Baseline,The_Thanksgiving_Reconciliation,9288.6175,0.5,9,9,10,8,10,10,9,4,9,0
8,BrainCEMISID,The_Thanksgiving_Reconciliation,42384.4001,0.714088,8,8,2,4,10,1,3,2,8,2
8,Brain_No_Memory,The_Thanksgiving_Reconciliation,25579.4024,0.714088,8,9,8,7,9,6,7,2,9,2
8,Brain_No_Emotion,The_Thanksgiving_Reconciliation,38437.7677,0,7,5,3,5,9,1,3,3,8,2
8,Baseline,The_Thanksgiving_Reconciliation,10707.4715,0.5,9,7,4,9,10,3,5,3,9,0
9,BrainCEMISID,The_Thanksgiving_Reconciliation,43178.1401,0.6294748,9,7,10,6,8,10,10,1,10,2
9,Brain_No_Memory,The_Thanksgiving_Reconciliation,24883.2217,0.6294748,8,8,10,1,8,10,9,1,9,2
9,Brain_No_Emotion,The_Thanksgiving_Reconciliation,38803.7965,0,9,10,10,1,10,9,8,2,10,2
9,Baseline,The_Thanksgiving_Reconciliation,10345.6237,0.5,3,2,1,2,1,1,1,1,2,0
10,BrainCEMISID,The_Thanksgiving_Reconciliation,43297.1544,0.6096061,10,3,2,7,2,9,9,8,5,2
10,Brain_No_Memory,The_Thanksgiving_Reconciliation,26271.9278,0.6096061,8,2,1,5,1,9,8,4,8,2
10,Brain_No_Emotion,The_Thanksgiving_Reconciliation,38119.6047,0,3,2,1,4,2,0,2,5,4,2
10,Baseline,The_Thanksgiving_Reconciliation,11484.6447,0.5,9,8,8,6,8,1,3,4,9,0
11,BrainCEMISID,The_Thanksgiving_Reconciliation,43180.368,0.6714887565,9,8,6,6,10,3,8,2,9,2
11,Brain_No_Memory,The_Thanksgiving_Reconciliation,24037.4353,0.6689926259,8,9,10,6,9,9,9,3,9,2
11,Brain_No_Emotion,The_Thanksgiving_Reconciliation,37086.9886,0,8,5,5,1,9,1,4,2,8,2
11,Baseline,The_Thanksgiving_Reconciliation,6861.0248,0.5,10,10,10,8,10,9,10,2,10,0
12,BrainCEMISID,The_Thanksgiving_Reconciliation,42673.4186,0.6650421295,9,6,8,1,7,8,9,3,9,2
12,Brain_No_Memory,The_Thanksgiving_Reconciliation,25496.8887,0.6632948381,8,7,8,0,9,9,9,4,9,2
12,Brain_No_Emotion,The_Thanksgiving_Reconciliation,37965.9191,0,8,7,6,1,7,5,7,5,8,2
12,Baseline,The_Thanksgiving_Reconciliation,10950.6132,0.5,10,10,10,5,10,10,10,4,10,0
13,BrainCEMISID,The_Thanksgiving_Reconciliation,48579.0696,0.6605294907,5,2,2,3,2,7,5,1,5,2
13,Brain_No_Memory,The_Thanksgiving_Reconciliation,28727.0214,0.6593063867,8,8,10,7,9,10,9,3,8,2
13,Brain_No_Emotion,The_Thanksgiving_Reconciliation,48058.4102,0,8,7,6,7,8,8,7,1,8,2
13,Baseline,The_Thanksgiving_Reconciliation,15466.1717,0.5,2,2,2,6,2,9,7,3,5,0
1,BrainCEMISID,Operation:_Stratosphere_Zero,18406.1792,0.4,10,10,9,10,10,10,9,3,10,2
1,Brain_No_Memory,Operation:_Stratosphere_Zero,12353.6493,0.4,8,10,9,9,9,9,8,5,8,2
1,Brain_No_Emotion,Operation:_Stratosphere_Zero,10826.0095,0,10,10,3,10,10,2,2,1,10,2
1,Baseline,Operation:_Stratosphere_Zero,2508.3633,0.5,10,10,6,10,10,4,3,1,10,0
2,BrainCEMISID,Operation:_Stratosphere_Zero,19920.9025,0.83,7,2,3,2,2,8,7,4,5,2
2,Brain_No_Memory,Operation:_Stratosphere_Zero,10329.566,0.83,5,2,1,1,0,8,1,1,1,2
2,Brain_No_Emotion,Operation:_Stratosphere_Zero,15124.6854,0,4,2,1,3,1,3,0,4,3,2
2,Baseline,Operation:_Stratosphere_Zero,4158.2737,0.5,4,3,1,6,4,1,1,1,4,0
3,BrainCEMISID,Operation:_Stratosphere_Zero,12617.4255,0.815625,7,3,4,8,7,9,8,6,8,2
3,Brain_No_Memory,Operation:_Stratosphere_Zero,11156.1149,0.815625,6,4,3,3,3,8,8,5,6,2
3,Brain_No_Emotion,Operation:_Stratosphere_Zero,17819.7867,0,5,3,2,4,2,4,5,5,5,2
3,Baseline,Operation:_Stratosphere_Zero,3805.2814,0.5,5,4,1,5,2,1,2,3,2,0
4,BrainCEMISID,Operation:_Stratosphere_Zero,19729.0296,0.84984375,7,2,9,3,1,9,8,5,8,2
4,Brain_No_Memory,Operation:_Stratosphere_Zero,9001.9417,0.84984375,6,1,10,2,0,10,10,4,9,2
4,Brain_No_Emotion,Operation:_Stratosphere_Zero,19376.9438,0,2,2,8,3,2,7,7,3,2,2
4,Baseline,Operation:_Stratosphere_Zero,3930.4298,0.5,8,6,5,9,10,2,3,1,8,0
5,BrainCEMISID,Operation:_Stratosphere_Zero,13259.3154,0.84464,9,3,4,10,6,7,8,1,5,2
5,Brain_No_Memory,Operation:_Stratosphere_Zero,11802.796,0.84464,6,2,2,6,3,4,3,3,1,2
5,Brain_No_Emotion,Operation:_Stratosphere_Zero,17132.6384,0,7,3,4,6,5,7,2,2,5,2
5,Baseline,Operation:_Stratosphere_Zero,4908.3166,0.5,4,3,2,5,4,1,2,1,4,0
6,BrainCEMISID,Operation:_Stratosphere_Zero,20318.5863,0.816784,9,6,4,10,10,9,5,5,6,2
6,Brain_No_Memory,Operation:_Stratosphere_Zero,12159.2487,0.816784,9,6,10,9,9,10,10,5,9,2
6,Brain_No_Emotion,Operation:_Stratosphere_Zero,17489.7808,0,8,3,2,1,3,5,3,7,5,2
6,Baseline,Operation:_Stratosphere_Zero,3846.5285,0.5,7,1,3,2,4,9,6,8,6,0
7,BrainCEMISID,Operation:_Stratosphere_Zero,16270.0778,0.7638976,7,3,4,2,6,7,5,4,4,2
7,Brain_No_Memory,Operation:_Stratosphere_Zero,11899.8108,0.8425984,7,2,4,5,6,9,8,5,2,2
7,Brain_No_Emotion,Operation:_Stratosphere_Zero,16841.0378,0,6,2,2,6,3,7,5,6,1,2
7,Baseline,Operation:_Stratosphere_Zero,3954.5874,0.5,7,3,3,9,4,9,7,3,1,0
8,BrainCEMISID,Operation:_Stratosphere_Zero,19941.9403,0.8414840156,9,8,9,4,10,9,8,4,10,2
8,Brain_No_Memory,Operation:_Stratosphere_Zero,11137.859,0.8466291563,9,10,10,5,9,10,10,2,9,2
8,Brain_No_Emotion,Operation:_Stratosphere_Zero,15641.1907,0,10,10,10,9,10,9,9,4,10,2
8,Baseline,Operation:_Stratosphere_Zero,3594.0534,0.5,6,5,4,7,9,2,3,1,9,0
9,BrainCEMISID,Operation:_Stratosphere_Zero,17719.2325,0.8382968031,9,5,3,4,6,9,9,2,8,2
9,Brain_No_Memory,Operation:_Stratosphere_Zero,11398.1775,0.8393258313,7,4,4,8,7,9,8,3,5,2
9,Brain_No_Emotion,Operation:_Stratosphere_Zero,17080.7323,0,10,10,10,10,10,8,7,3,10,2
9,Baseline,Operation:_Stratosphere_Zero,4015.1884,0.5,4,4,2,3,5,1,2,1,5,0
10,BrainCEMISID,Operation:_Stratosphere_Zero,19481.243,0.8532445205,9,4,6,10,6,10,8,5,9,2
10,Brain_No_Memory,Operation:_Stratosphere_Zero,8210.832,0.8533988747,6,3,5,1,3,7,6,4,6,2
10,Brain_No_Emotion,Operation:_Stratosphere_Zero,16626.7226,0,7,4,2,9,4,4,2,3,6,2
10,Baseline,Operation:_Stratosphere_Zero,3985.5858,0.5,8,2,3,2,2,8,8,4,7,0
11,BrainCEMISID,Operation:_Stratosphere_Zero,12848.0258,0.8437906534,2,1,4,7,2,9,9,3,1,2
11,Brain_No_Memory,Operation:_Stratosphere_Zero,11396.6701,0.8445568218,2,2,2,6,1,9,9,4,1,2
11,Brain_No_Emotion,Operation:_Stratosphere_Zero,17040.8986,0,3,2,4,7,2,7,5,6,2,2
11,Baseline,Operation:_Stratosphere_Zero,3983.9179,0.5,4,3,2,7,3,9,8,4,3,0
12,BrainCEMISID,Operation:_Stratosphere_Zero,20126.5007,0.8162743921,4,5,2,8,3,4,2,7,3,2
12,Brain_No_Memory,Operation:_Stratosphere_Zero,8830.6784,0.8167340931,1,2,1,4,0,1,1,2,1,2
12,Brain_No_Emotion,Operation:_Stratosphere_Zero,18077.2219,0,9,9,3,3,9,8,2,9,9,2
12,Baseline,Operation:_Stratosphere_Zero,3318.9944,0.5,2,2,6,7,1,7,6,9,2,0
13,BrainCEMISID,Operation:_Stratosphere_Zero,11857.158,0.8481297808,4,2,3,4,3,5,4,1,3,2
13,Brain_No_Memory,Operation:_Stratosphere_Zero,11442.9299,0.845763146,4,3,4,2,3,6,5,1,6,2
13,Brain_No_Emotion,Operation:_Stratosphere_Zero,18469.7316,0,5,2,2,3,4,5,2,4,4,2
13,Baseline,Operation:_Stratosphere_Zero,3869.5456,0.5,2,3,6,5,2,5,6,1,8,0
1,BrainCEMISID,The_Best_Man’s_Toast,18568.3338,0.4,9,8,8,9,10,9,8,4,10,2
1,Brain_No_Memory,The_Best_Man’s_Toast,9532.4688,0.4,6,3,3,6,9,5,7,2,6,2
1,Brain_No_Emotion,The_Best_Man’s_Toast,15917.8703,0,9,9,10,10,10,9,8,3,10,2
1,Baseline,The_Best_Man’s_Toast,3683.0041,0.5,4,4,2,8,10,1,3,1,4,0
2,BrainCEMISID,The_Best_Man’s_Toast,19964.0978,0.43,5,3,3,4,3,6,4,2,4,2
2,Brain_No_Memory,The_Best_Man’s_Toast,10669.7198,0.43,8,3,5,2,6,9,7,2,8,2
2,Brain_No_Emotion,The_Best_Man’s_Toast,14531.9101,0,7,3,5,2,4,8,6,3,4,2
2,Baseline,The_Best_Man’s_Toast,3951.7801,0.5,6,4,2,3,2,1,2,2,5,0
3,BrainCEMISID,The_Best_Man’s_Toast,19589.0218,0.568,9,10,10,10,10,10,10,6,10,2
3,Brain_No_Memory,The_Best_Man’s_Toast,11001.4421,0.568,7,6,4,9,7,4,6,3,7,2
3,Brain_No_Emotion,The_Best_Man’s_Toast,17766.4902,0,9,6,6,10,10,7,6,4,9,2
3,Baseline,The_Best_Man’s_Toast,2961.1061,0.5,10,10,9,10,10,10,10,8,10,0
4,BrainCEMISID,The_Best_Man’s_Toast,19784.3688,0.6792,5,3,2,4,2,4,3,2,3,2
4,Brain_No_Memory,The_Best_Man’s_Toast,8612.5836,0.599,4,2,2,7,1,7,3,1,1,2
4,Brain_No_Emotion,The_Best_Man’s_Toast,16931.3702,0,8,2,1,5,1,5,1,2,1,2
4,Baseline,The_Best_Man’s_Toast,3818.8275,0.5,9,6,4,7,5,6,5,2,7,0
5,BrainCEMISID,The_Best_Man’s_Toast,13859.8224,0.83278,8,7,6,2,9,7,6,3,8,2
5,Brain_No_Memory,The_Best_Man’s_Toast,11080.7664,0.77704,3,4,5,2,6,6,6,3,6,2
5,Brain_No_Emotion,The_Best_Man’s_Toast,16988.9629,0,9,7,4,2,9,7,4,2,9,2
5,Baseline,The_Best_Man’s_Toast,2926.4146,0.5,4,2,3,1,2,6,5,3,2,0
6,BrainCEMISID,The_Best_Man’s_Toast,17887.9056,0.777946,7,6,2,1,2,8,7,5,8,2
6,Brain_No_Memory,The_Best_Man’s_Toast,10595.8431,0.738928,7,4,8,0,7,9,9,7,8,2
6,Brain_No_Emotion,The_Best_Man’s_Toast,17651.1688,0,9,8,3,4,9,9,8,7,10,2
6,Baseline,The_Best_Man’s_Toast,3891.9095,0.5,4,3,2,1,2,1,4,8,3,0
7,BrainCEMISID,The_Best_Man’s_Toast,19313.9648,0.7600464,6,3,2,1,3,2,4,4,3,2
7,Brain_No_Memory,The_Best_Man’s_Toast,10619.7202,0.82,6,5,4,8,3,6,7,6,6,2
7,Brain_No_Emotion,The_Best_Man’s_Toast,14194.5206,0,7,4,3,6,5,3,4,5,7,2
7,Baseline,The_Best_Man’s_Toast,2948.8057,0.5,8,5,3,4,3,6,7,3,5,0
8,BrainCEMISID,The_Best_Man’s_Toast,20206.7898,0.68484841,2,1,1,6,2,1,3,3,2,2
8,Brain_No_Memory,The_Best_Man’s_Toast,12124.4352,0.7195,1,1,2,7,0,4,7,8,1,2
8,Brain_No_Emotion,The_Best_Man’s_Toast,16642.3072,0,2,1,1,6,1,1,2,6,2,2
8,Baseline,The_Best_Man’s_Toast,3512.3897,0.5,2,1,1,5,1,2,6,5,2,0
9,BrainCEMISID,The_Best_Man’s_Toast,20583.2703,0.7486825,9,9,10,10,10,8,6,4,10,2
9,Brain_No_Memory,The_Best_Man’s_Toast,11266.1307,0.7486825,7,7,9,6,9,6,4,3,8,2
9,Brain_No_Emotion,The_Best_Man’s_Toast,17330.8932,0,8,7,8,9,10,7,6,3,9,2
9,Baseline,The_Best_Man’s_Toast,3933.8533,0.5,7,4,3,5,4,4,3,2,5,0
10,BrainCEMISID,The_Best_Man’s_Toast,21461.6754,0.6996363322,4,2,2,1,2,8,7,7,4,2
10,Brain_No_Memory,The_Best_Man’s_Toast,11105.7628,0.678827344,8,8,3,9,9,9,8,3,8,2
10,Brain_No_Emotion,The_Best_Man’s_Toast,17641.6556,0,8,6,3,10,7,8,7,6,8,2
10,Baseline,The_Best_Man’s_Toast,3657.0588,0.5,5,6,3,10,9,7,7,2,9,0
11,BrainCEMISID,The_Best_Man’s_Toast,19723.9438,0.6847454325,8,5,3,9,6,4,5,6,3,2
11,Brain_No_Memory,The_Best_Man’s_Toast,11167.7152,0.6701791408,8,10,10,4,9,9,8,4,9,2
11,Brain_No_Emotion,The_Best_Man’s_Toast,16768.9656,0,9,8,9,6,10,7,6,4,10,2
11,Baseline,The_Best_Man’s_Toast,3036.3696,0.5,7,6,4,5,8,2,4,2,9,0
12,BrainCEMISID,The_Best_Man’s_Toast,19599.6607,0.6880054228,8,5,7,6,9,9,8,4,8,2
12,Brain_No_Memory,The_Best_Man’s_Toast,11068.986,0.7012144,7,4,5,6,6,2,5,4,6,2
12,Brain_No_Emotion,The_Best_Man’s_Toast,16138.804,0,8,6,7,3,9,7,6,3,8,2
12,Baseline,The_Best_Man’s_Toast,4163.7231,0.5,9,7,4,4,8,7,5,5,9,0
13,BrainCEMISID,The_Best_Man’s_Toast,19671.1091,0.7228032537,9,9,9,7,9,10,9,1,9,2
13,Brain_No_Memory,The_Best_Man’s_Toast,11229.7448,0.73072864,6,4,5,1,4,8,6,1,6,2
13,Brain_No_Emotion,The_Best_Man’s_Toast,17275.0087,0,9,8,8,7,9,8,7,1,9,2
13,Baseline,The_Best_Man’s_Toast,4124.9022,0.5,8,8,6,9,9,7,8,2,9,0
1,BrainCEMISID,The_Alithia-7_Pressure_Breach,19118.4806,0.4,8,4,2,10,6,5,5,1,7,2
1,Brain_No_Memory,The_Alithia-7_Pressure_Breach,11621.5929,0.4,8,8,5,9,9,8,7,3,9,2
1,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,17431.3657,0,9,7,3,10,6,8,7,3,9,2
1,Baseline,The_Alithia-7_Pressure_Breach,2388.6503,0.5,10,10,4,10,10,3,2,1,10,0
2,BrainCEMISID,The_Alithia-7_Pressure_Breach,20571.9014,0.775,8,6,3,8,7,9,7,5,6,2
2,Brain_No_Memory,The_Alithia-7_Pressure_Breach,11461.6107,0.775,8,7,9,7,9,10,9,8,8,2
2,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,17961.2819,0,7,3,3,8,7,4,2,4,7,2
2,Baseline,The_Alithia-7_Pressure_Breach,3957.4328,0.5,5,3,1,5,3,1,2,2,4,0
3,BrainCEMISID,The_Alithia-7_Pressure_Breach,19410.379,0.7875,7,2,2,9,5,8,5,4,2,2
3,Brain_No_Memory,The_Alithia-7_Pressure_Breach,11606.463,0.7875,6,2,2,8,4,9,9,4,2,2
3,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,17445.395,0,9,3,5,10,10,9,8,7,9,2
3,Baseline,The_Alithia-7_Pressure_Breach,3890.7179,0.5,8,3,4,6,10,2,3,1,9,0
4,BrainCEMISID,The_Alithia-7_Pressure_Breach,19711.294,0.79125,8,3,2,1,2,5,3,6,3,2
4,Brain_No_Memory,The_Alithia-7_Pressure_Breach,10947.9347,0.79125,4,3,2,5,2,3,2,5,3,2
4,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,17292.3354,0,8,5,2,1,4,5,2,5,6,2
4,Baseline,The_Alithia-7_Pressure_Breach,3757.5062,0.5,3,3,1,3,1,1,2,3,2,0
5,BrainCEMISID,The_Alithia-7_Pressure_Breach,20036.3548,0.7565,9,4,6,4,8,9,8,4,9,2
5,Brain_No_Memory,The_Alithia-7_Pressure_Breach,11008.39,0.7565,9,6,7,9,9,10,8,7,9,2
5,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,17467.2849,0,7,2,2,1,3,8,7,6,5,2
5,Baseline,The_Alithia-7_Pressure_Breach,3963.6115,0.5,3,2,1,1,2,1,4,6,3,0
6,BrainCEMISID,The_Alithia-7_Pressure_Breach,20052.5544,0.8213,9,3,8,5,3,10,9,4,9,2
6,Brain_No_Memory,The_Alithia-7_Pressure_Breach,11409.9484,0.8213,7,2,5,7,5,9,8,3,6,2
6,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,17836.1914,0,5,2,9,2,2,8,7,5,9,2
6,Baseline,The_Alithia-7_Pressure_Breach,4417.616,0.5,3,4,1,6,2,1,1,1,3,0
7,BrainCEMISID,The_Alithia-7_Pressure_Breach,19599.2693,0.83426,2,2,2,6,5,5,4,4,3,2
7,Brain_No_Memory,The_Alithia-7_Pressure_Breach,11762.8425,0.848568,7,5,3,9,8,6,5,4,6,2
7,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,16842.6393,0,10,9,10,10,10,8,7,3,10,2
7,Baseline,The_Alithia-7_Pressure_Breach,4126.6848,0.5,3,2,2,3,3,1,1,1,2,0
8,BrainCEMISID,The_Alithia-7_Pressure_Breach,20373.9556,0.773704,9,10,10,7,10,10,9,6,10,2
8,Brain_No_Memory,The_Alithia-7_Pressure_Breach,11797.2339,0.7889976,7,4,3,8,4,4,4,4,4,2
8,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,17233.5597,0,8,3,4,7,7,8,7,4,8,2
8,Baseline,The_Alithia-7_Pressure_Breach,4107.0302,0.5,5,3,2,7,4,5,4,6,3,0
9,BrainCEMISID,The_Alithia-7_Pressure_Breach,19629.1812,0.8435556,7,4,6,10,8,9,8,5,8,2
9,Brain_No_Memory,The_Alithia-7_Pressure_Breach,11409.3469,0.8415834,7,4,5,8,5,9,8,5,5,2
9,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,17361.6938,0,7,7,9,6,7,8,7,4,9,2
9,Baseline,The_Alithia-7_Pressure_Breach,3932.6005,0.5,3,3,7,10,5,9,7,5,6,0
10,BrainCEMISID,The_Alithia-7_Pressure_Breach,19856.7605,0.8233889,7,2,2,10,3,8,8,5,7,2
10,Brain_No_Memory,The_Alithia-7_Pressure_Breach,12489.9173,0.842239616,7,4,3,9,6,9,6,4,5,2
10,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,17879.7037,0,9,6,2,10,8,8,4,4,8,2
10,Baseline,The_Alithia-7_Pressure_Breach,4033.5583,0.5,3,2,2,3,2,1,2,4,2,0
11,BrainCEMISID,The_Alithia-7_Pressure_Breach,19557.3446,0.80201667,8,6,1,9,1,10,9,6,2,2
11,Brain_No_Memory,The_Alithia-7_Pressure_Breach,11062.619,0.801868755,2,4,7,5,2,8,8,5,1,2
11,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,17437.2174,0,10,10,10,10,10,9,9,6,10,2
11,Baseline,The_Alithia-7_Pressure_Breach,3977.3964,0.5,7,5,2,10,3,1,2,1,6,0
12,BrainCEMISID,The_Alithia-7_Pressure_Breach,19581.9286,0.760806668,9,9,10,3,10,10,9,5,10,2
12,Brain_No_Memory,The_Alithia-7_Pressure_Breach,11432.2319,0.760747502,5,3,2,4,3,8,7,4,5,2
12,Brain_No_Emotion,The_Alithia-7_Pressure_Breach,16769.1696,0,9,10,10,6,10,9,8,6,10,2
12,Baseline,The_Alithia-7_Pressure_Breach,3753.0342,0.5,9,10,9,9,10,10,8,6,10,0
